,text,trinary result
676,wut up foo!!! ima bout to bounce out but just showin sum love!!,1
677,"Happy birthday, I doubt youll see this for awhile, put our song on my page, THE MUTHERFUCKING REEEEEEEEEEEEEAL! i JUST REMEMBER BACK IN THE DAY, SITTING ON YOUR PORCH SMOKING CHEAP AS Private Stocks waiting for some adventure! Miss the Shit out of you!!!! LYLAS",-1
678,"wats good white chocolate, lol. aint talk 2 u since da movies. wats happennin? holla back when u get dis",1
679,oh did some one hack you are some thing,-1
680,dude ... i was just thinking about you. Hope you are doing well!,1
681,I think Matt may want YOU bad. Haha.,-1
682,"Hey, I just took the So... survey on survey machine! You can see my results here - you should take it too!",1
683,"Did she say tiz-ight, anyway. ""If she really wanted me to relax, she would have said, go grab your favorite pillow, curl up on the couch, throw this tape away and rela...hax rela..HAX!",1
684,Yo :). I forgot to find out what kind of background you would like on your profile (so I can write the code ^^).,1
685,What's Good O - ----- I hope you had a great time celebrating your birthday and I wish you MANY more.,1
686,hi sista... hope you can log on soon... i love ya.... hope everything is good back in rap... love you.. ttyl...,1
687,i have a question for you but i realized i can't ask you it through a comment for certain reasons - hehehe - so call me sometime - we'll catch up as well,1
688,"oh, my dear, I love you too! ----- ----- it has been far too long! ----- ----- oh for the holidays...when I might see you again!",1
689,Ahh the smeagsters!!! lol,1
690,yo dogg what it ----- dooooo ----- how have you been?!,1
691,"quyen who?? ;D we're not close friends. i don't like that girl. when you see her tell her, i'm going to beat her up.!",1
692,whats up cousin havnt really talked to you in a while?,1
693,..,0
694,thanks for the addd,1
695,hey baby...first comment... :D,1
696,"YOOO! Remember when Lily(Leung lady) abandoned our group in Mr. Snyder's(MOBEEEEEEL daii) class?! ----- What's good, man? It's been years, holla back.",1
697,thanks for the add,1
698,err..ur a crazey passy err u err be scareyin me friendz off myspace err.. konntz is off now so get off passy fuck,-1
699,"hey babe, u have 2 do a beta pro than this!!! At least put a pic up lol",1
700,so did u fix that damn truck of urs yet?!! haha,-1
701,hey how are things going? i like you new background? I've been learning how to snowboard. its been fun glade that spring is comming. take care,1
702,yes!!haha! whats you doin love,1
703,What is up man! ----- You need to stop by sometime.,1
704,sweet... there growing too fast... o-well that'll happen...,1
705,Wat poppin lil sis?,0
706,CRACK MOUSE KILLZZ ----- hahahahhahaahahha,1
707,thats pretty good mom im proud of u,1
708,Thanks For The Add!!! ----- ----- (I had to say it!) LOL!!! ----- ----- GO GO GO!!! NASHVILLE NEWS!!!!,1
709,"hey brandon. ----- whoa i havent talked to you in forever. ----- well that might be, because everytime i was at the rink, you looked at me like you didnt even know me. ----- but thats okay. i guess ----- it kinda hurt my feelings but w..e ----- i still love you too. ----- i miss you ALOT. ----- and yeah my dad is pissing me off really bad. ----- i miss you. ----- brudda<3",-1
710,Hey! We can tell stephanie made this her pictures are all over it!!:) Im gonna go get the pictures from the party developed!!!,1
711,"Hey Betty, It's ME Zoink...How are you lately? :) xXx",1
712,Hey..uhm wo are you.? apparently you know me and all my friends and we have never ever even heard about you. Can you plz plz plz with a cherry on top tell me ho you are?,1
713,hey whats up? not much here...just got home from work...and really bored lol.,-1
714,waddup head ;P jus showin u sum luv. holla atcha boy!,1
715,Heavan do u like magic? ----- I didnt think u did but if u dont y u talk to tricks?,-1
716,"haha, k kellen, we need to get you some more friends...and more pictures and fun stuff!!! you can find thi and marc under my friends :P",1
717,Go to bed now. I love you!!!,1
718,Hey just passing through to say Hi and let you know I have A new saturday Spot in Jerz Called feel good lounge... Starting this Saturday... let me know if you can come through... ----- ----- PS when you get a chance check out my new song The Things You Do with Nina Sky and Red Cafe... Thanks...,1
719,Yay!!! You joined myspace!!!!,1
720,stealing,-1
721,"Just wanted to say HI!!! & 2 see how u r doing. All is ok on my end. ----- Love, ----- Traci",1
722,Twas nice seeing you and the girls this X-mas. Hope you have a great New Years.......Don & Sheryl,1
723,How's Maine? :d ----- I like live in Rhode Island now.. like about 4 hours away from Maine itself so i hope maybe just maybe to attend the family picnick thing :O,1
724,i am good. i got just Engaged to my gf!,1
725,whats up ugly,-1
726,Happy birthday Abby!,1
727,"Hey baby, just wanted to tell you how much i love you, and that you are such a great father... our son will grow up with the best parents!!!!",1
728,heyy u need more comments.. soo here they are...lol,1
729,was up con i call you fool .......pick up homie,-1
730,best couple right hereeeeeee!,1
731,whats up. ----- ask fes to add u to his friends list.,1
732,that shirt says..... this is what cool looks like...LOL? I guess he thinks he is cooler then he is,1
733,"Hey u fucking punk did u forget about your people or what. Wait till i see u, u are a dead manhahahhaahaha. By the way tomorrow i go the 38th MP's and get my packet. I already have my 322R and i am on my way... Hit me dawg later....",-1
734,we all miss u like hell. i cant make it sun cause im goin campin wit my mom but i wish i could b there. wana c u belly u need to send us pic of u and u little gurl i still have the one on my phone. u were a joy to work wit and no one can replace u. if u get bored and need money in a few years u know where to go lol ttyl muah,1
735,hey prima just droping bye showing u some love well hopefully ur doing go with my primo latez talk to u laterz,1
736,"Thanks! You can, but it'd be more like the ""Fred"" from ""Scooby Doo"" Freddie Prinze. Anytime you're home, let me know, and we can play.",1
737,simply amazing.,1
738,"If I didn't know better I'd say you wrote this, anyway thought you might like it. ----- ----- Now I sit me down in school ----- ----- Where praying is against the rule ----- For this great nation under God ----- Finds mention of Him very odd. ----- ----- If Scripture now the class recites, ----- It violates the Bill of Rights. ----- And anytime my head I bow ----- Becomes a federal matter now. ----- ----- Our hair can be purple, orange or green, ----- That's no offense; it's a freedom scene. ----- The law is specific, the law is precise. ----- Prayers spoken aloud are a serious vice. ----- ----- For praying in a public hall ----- Might offend someone with no faith at all. ----- In silence alone we must meditate, ----- God's name is prohibited by the state. ----- ----- We're allowed to cuss and dress like freaks, ----- And pierce our noses, tongues and cheeks. ----- They've outlawed guns, but FIRST the Bible. ----- To quote the Good Book makes me liable. ----- ----- We can elect a pregnant Senior Queen, ----- And the 'unwed daddy,' our Senior King. ----- It's ""inappropriate"" to teach right from wrong, ----- We're taught that such ""judgments"" do not belong. ----- ----- We can get our condoms and birth controls, ----- Study witchcraft, vampires and totem poles ----- But the Ten Commandments are not allowed, ----- ----- No word of God must reach this crowd. ----- ----- It's scary here I must confess, ----- When chaos reigns the school's a mess. ----- So, Lord, this silent plea I make: ----- Should I be shot; My soul please take! ----- Amen",-1
739,X-BOX 360 FOR HALO 3 DUDE!! YOU'RE TOO FUNNY!!!,1
740,Thinking of you ;)~,0
741,watz gud sexi baby???jus stoppin by 2 show u sum luv on ur page!!!holla biak!!!!,1
742,thanks yours are pretty good too!,1
743,Thanks for finding me. Cool page. Keep the Metel alive. Best of luck.,1
744,Cal me bitch! LOL! What are you doing this weekend? Camping?,-1
745,hey how r u??,1
746,hey hows u??? u home for xmas time???,1
747,I thought you could appreciate the absurdity of it all... ----- ----- -----,-1
748,"hey watsup, are u goin to ellenville for memorial day weekend this year?",1
749,"lol sweeet,,,,,, frm b-ham ma lady . hopes ur all gd ne ways , ----- wb brynn x",1
750,Mommyhood has been great. We are getting ready to move up there. So yay!,1
751,"hi mom, i'm pretty good. just trying to meet everybody",1
752,just wanted 2 come thru and say thanks 4 tha friend request... take care.. and don't b a stranger,1
753,"HEY! GOT THE PICTURES..CAN'T WAIT TO HOLD JADEN HE IS BEAUTIFUL...I SENT HIS PACKAGE MON SO HOPEFULLY IT WILL GET THERE SOON..ALSO YOURS, MELISSA AND JADENS CHRISTMAS IS ON THE WAY TO..BET YOUR GLAD TO BE BACK IN GUAM WILL BE GLAD WHEN YOU ALL GET TO COME HOME..LOVE TO ALL MAWMAW",1
754,was just strolling by...how's life over there?,0
755,Put me in ur top friends!!!,1
756,Nice meeting you the other night! Tell Christina she needs to get with the program so she can actually have a drink at dinner one day! haha! ----- -Ashley,1
757,loserific.. thats u.. i will slice ur neck with a battle ax,-1
758,"Thanks for looking me up and adding me! I'd love to stay in touch. Andy and Cory became my new ""sons"" over the last few weeks.Such polite, handsome young men!! Julie and Leann became my sisters, having gone on this journey together has forever bonded us!! Let them both know that as soon as I hit Walmart on Wednesday for ink and photo paper that pictures are on their way!!!!",1
759,hi tim,0
760,"My dear, I hope you got home okay.... heard you were half way... Lawrence has given Chris hayfever, but otherwise is mostly sleeping on your bed... I'll be sure to boss him around soon, get him to make my bed and pack my bag :) I will miss you though I have not seen you often enough. Postcards will be the new communique, and maybe once in a while you can check your myspace or shock horror, even your email! Hope you feel better, big hug, lots of love, Kate XXX",-1
761,Hey there how have you been I saw you driving Saturday I think but you never looked over,1
762,hey saw that you did not have a comment so I thought that I would drop one off!!!,1
763,what up pimp juice?,0
764,*smiles from ear to ear and hugs josiah back* im glad you like it .* he walks up to layel* qhat would you like?,1
765,brah...what you been up to? I'm comming cali in three weeks if you like hang out.,-1
766,thanx for the add!!,1
767,"enjoy ----- .. width=""425"" height=""350"">",1
768,you dont have all the intresting stuff up on here about u like where u were born and all i think that kinda stuff rocks u just put the basics and u need alayout get busy bro...lol,1
769,Hey there. Long time no see :),1
770,Happy Birthday!,1
771,i love you,1
772,----- ----- ----- ----- This ----- is ----- SO ----- funny! ----- ----- ----- -----,1
773,west west,0
774,well sup johnathon C? Haven't heard from you. Call me again sometime.,1
775,"Awww Chou, ur babies are so cute! They're so big now....especially ur daughter..she's beautiful.",1
776,Happy Mother's Day Monica! Hope you are having a good one!,1
777,"Guess what I called and got today??? Yup, it's taken care of...finally. Thanks for making me do that :-) ----- ----- Great pics you posted on mine and Amanda's page!!! I guess paybacks are a bitch huh...LOL",1
778,aww i miss you too! i'm coming in town for fall break this wed-sun so i'm coming to visit you on thurs so you better be working!!! ahh!,1
779,hey!!!,1
780,hey baby ----- wanna go to the club tonite? ----- u looked hot yesterday ----- i love u so much ur the hottest girl in the world ----- ----- love you so much ----- -Brad,1
781,Most def give me a call-maybe we'll go to Village Inn!!:),1
782,hey little hooker i am gonna miss you!!!,1
783,"yo John! its been good, i'm a senoir now! hows college treating u?",1
784,Tell Justin I'm sorry and I love him soooooooooo much!,1
785,Nothing much ... Just here BORED !!!! Can I get a job .... Save me from this boredom ... :),-1
786,Hey baby just wanted to say hi and I love you!!!Hope you are keeping out of trouble!!I miss you and can't wait to see you again!Till then....... kisses!!,1
787,Thanks for the add Jeremy!! Gotta love those Macross toy pics. Sadly I don't have them anymore...,1
788,merwin it is hugo i aad you as my top firend,0
789,hey whats up,1
790,"Well, my ""lovely"" is gone, but never forgotten. ----- I miss you SO freakin' much! ----- I hate that our schedules kept us apart. ----- And I'm so sorry for not being there for you when you needed me. ----- But I'm sure you've heard me say it already... ----- I loved you like my best friend. ----- And I pray that I get to see you again someday. ----- ----- Love ~ ----- Your Lovely",-1
791,yo is conrad at home??,0
792,"Considering you've lost about 100, I guess I wont be seeing much of you anymore.",0
793,All of you are OLD!!!!!!!!!,1
794,you one flovarful bboy man..love seein you get down and rep it..you look like you always have fun..haha..it was dope to watch FS kill it..stay up bro..see you soon..next time villn and i will be in it..PEACE ----- ----- MPACT,1
795,"Ha, sorry I haven't checked my myspace in forever and I just got you r last comments. I left that gift in appreciation for your generosity in letting me borrow your truck; I new you would hold it dear to your heart. I was going to replace the cubs bat on teh keychain, but I couldn't find a bat like the one that you have. And no we did not get the chance to go out to Springfield.Nice background *cough*",-1
796,Hey hoe bag! Go take your blood pressure again! lol.,-1
797,GET AT THA DEFAULT,-1
798,"hey girl, where have you been...I missed you after you stopped coming to classes at image. I looked for you at graduation but you weren't there. How are things going with you? Get any gigs?",-1
799,WOW! A thunderstorm! I love thunderstorms.They can be exciting! TTYL! Auntie Tiffy,1
800,hey hows you? ----- ya have a good night the other week?? ----- xxx,1
801,We are well... Hey I'm having a birthday picnic on March 15th.. Think you could come?,1
802,"zdr. macka kak si skupa? ----- mnogo si sexy..are da mi doidesh na gosti?... ----- ----- Â¢Â¾Roses are ----- red ----- violets are korny, ----- when I think of you ----- Ohh baby I get horny, ----- Eat me, ----- Beat me, ----- Bite me, ----- Blow me, ----- Suck me, ----- Fuck me, ----- Very Slowly, ----- if you kiss me, ----- don't be sassy, ----- Use your tongue and make it nasty!!! ----- Pass this on to atleast 8 people... If you get it back atleast 5 times, you know your a SEXY beast ----- PASS IT ON TO ANYONE YOU THINK IS FUCKING SEXYÂ¢Â¾",1
803,haha prolly was =] but i guess theres a time for everything lol ----- i'll prolly meet u next conference or sumthing :p,1
804,St elizabeth ann seton hospital-Long term care patients. They moved to layfette from kokomo. look it up online and apply they are always hiring. ttyl..dana,1
805,Did you and Gordie take those pics at the same time???? weirdos..lol,-1
806,"haha the first half of high school, the other we were opposites! and it doesnt matter your in college now lol",1
807,HAPPY BIRTHDAY BEAUTIFIL...HOPE YOU SEE MANY MORE..BETTER YET I KNOW YOU WILL...GOD BLESS YOU..STAY UP,1
808,Hey dude,1
809,"bout time tOo! lol naw buh thx chu fa ""un-lamin"" my page lol it look real good now =]...SIKE! naw j/p doe =] anywayz i was jus comin thru 2 bless yo page an also tell u gOod luck wit those exams an dun 4get yo helmet, i mean thinkin cap =] be easy Mr **huGgz&&mwaHz** ----- ----- *=x EmMy x=*",1
810,I miss you to you cutie!! Tell your mom I miss her bunches tooo!!!,1
811,WHO-DEY AND THANKS FOR THE ADD! K-KIDD,1
812,"spam spam spam, quit fucking spamming bulletins... your not really a 21 year old woman.. your a fat 40 year old man sitting in his mums basement wanking all day spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam",-1
813,BUTTERCUP!,1
814,thanks!,1
815,HAPPPPEST BIRTHDAY STARRRR!!!!!! ----- WE GONE GET IT ON N POPPIN' DIS WEEKEND SO GET READY..........SEE U LATA MUAH,1
816,wazz up fool how u dooin man u get that shit fixed on ur car or what...,-1
817,JUST COME'N THRU TA SEE HOW UR DOIN LEAVE ME LUV TTYL,1
818,JUST WANTED TO SAY HELLO! IM GOING TO CALL U ABOUT GSI...I THINK I FUCKED THAT UP :( BUT ITS A GOOD PLACE TO WORK FOR. ILL TELL U MORE ABOUT IT...,-1
819,6 Years of Withstand - Wicked Shivers -----,0
820,HHHHHIIIIIIIIIIII HOW U DOIN THERE PAL......LMAO,1
821,"hey, i have to go to a party with jason's friends :( you guys should come over tommarow. let me know....",1
822,"Right on another Taurus on the cusp, congrats, and happy birthday, I knew there was a reason I liked your smile",1
823,hi mom!!,1
824,hehe very good choice n very sexy lol :) god i think of the greatest names hehe silly bugger me n sophie r gonna ave words wit the dude in charge lol :P gooody n glad ur okay u n louis all good? love you xxx,1
825,"This was absolutely wicked, I can't wait to come again oh yeah!",1
826,"Hey! So haven't heard from you in a long time...what's up with that! Well, I wouldn't mind hearing from ya...when you're not too busy. ----- ----- ~Liz~",1
827,a yo telemundo i will drink a few for u at the reception,0
828,feels so sorry for all the women that missed out on such a great guy that i have found!! love ya!!,1
829,how am i a hater you fucker so do you have a girl yet or are you still tring to get back with April yall was such a cute couple what ever happened but let me tell you this she looked so much happier with you then that fag mike well talk to you later!!! ----- ----- ----- megan,-1
830,"yo yo yo brotha!! wats goin on wit you? hows high school for ya? just sendin my luv from mississippi!! well be good and dont get in trouble! always remember i love you and hopefully i will be out of ""A"" school and be homw for the holidays. maybe around thanksgiving. i get 2 weeks leave!!",1
831,Sup man hows it going in san antonio.,1
832,yea but but hit me up 936-572-2393,0
833,who are you ?,0
834,About time lol......BRO keep up the good work and i wish u Good Luck This year,1
835,"Happy, happy Birthday....it's a great day and you are a great friend!",1
836,"Sexy Baz, Disco Baz, HOT!! ----- xx",1
837,I like it how I saw you at Kandyland 2! ----- And I like it how I have a picture of Seth grabbing your boobie. ----- MWAHAHA. ----- I love you. ----- And I was really happy that I saw you. ----- You should go to Gettin' Lucky. ----- K BYE! ::waves frantically:: ----- ----- <333: Monique,1
838,Tell your gay boyfriend to get a myspace page!! hows it going? cant wait till the rounds...,-1
839,hey mike just stoppin by yo page to show some love aiight don't act like u don't know how to return it.,1
840,ey ur not 19...,0
841,"Ill bet. Its alright, hide your true feelings.But I still miss you guys!",1
842,hey hottstuff! just wanted to say that I LOVE YOU!!! hope you like this!...?,1
843,I MISS you mi amigo. How are you? ?,-1
844,do you recognize my song?,0
845,I miss you too!!! Come see me soon!,1
846,Well some girls av gotta be reminded once in a while.Seriously you are x,1
847,FOLEY WE SHOULD GO PARTY FOR CINCO DE MAYO...UR MEXICAN RIGHT! LOL!,1
848,hey thnxs 4 the pic comment hows u? no spoken 2 ya 4 ages xxx,1
849,hahaha!! shady asss!!,-1
850,"i looked at the picture, she is adorable.",1
851,"psssst, psssssssssssssst, hey you. wassup",1
852,what up buddy. havent seen ya for awhile hope all is well and u makin it to classes. No u heard about steve gettin the boot at our internship what a dumbass but i got a good laugh out of it,1
853,"Yes, I Do own shirts, and believe it or not, most of the time, I wear them too lolol",1
854,"oh ZERMEY! haha welp your wife just wrote to me so i decided to write to you too, dont you feel specail! Im so stoked to see you and the fam (holly and the puppy)! all i have left to worry about is this last week then im golden! Big gulps huh welp see ya later! ----- ----- Kels",-1
855,what part of dundun do u live at,0
856,he he cool,1
857,"Matey you getting the 300 back tomorrow afternoon yeah? ----- You wanna take your ski stuff out of my locker before hand so i dont forget? lol ----- Cheers for the present again, you're actually the biggest legend. ----- Geog buddies for life (Y) haha ----- xxx",1
858,"CONGRATULATIONS! Well, that is if he shows up...LOL!",1
859,hey wuz up sexy im jux drppin some love for you,1
860,lily thanx for my new camera love ya girlie!,1
861,Hey you!! I'm coming down to LA and I'm going to be staying with Christina & Randy for a night or two July 19th.....I have a conference near LAX.....maybe we can catch each other?,1
862,hey fucknuts when are you coming back,1
863,YA!!! i am the new member of HD and we will kick some baily AASSS,-1
864,mudd butt,0
865,"merci for your comment! how are you? and your music? you'll come to Hungary this summer?? it would be awesome. ----- puszi, Zsuzsi",1
866,dave just waned to say thanks for the cruising guide. it saved my life to many time to count!,1
867,"I'm gonna go ahead and wish you happy birthday now 'cause with how often I've been on myspace/facebook lately, I will have missed it by several months if I wait a moment longer. HAVE A LOT OF FUN! And don't walk down any dark hallways. Terrible people might try to scare you. ----- ----- But...I'm over that. (Did you know the trauma therapists in Seattle are some of the greatest in the nation?) ----- ----- I had fun dancing with you a few weeks back - did you guys ever go on that double date you were mentioning? Well, I hope life is going well and that you're enjoying basement life. I miss it. Take care and I'll see you hopefully sooner rather than later!",-1
868,Hey bro. ----- I stole your idea. I'm sorry. ----- But I love it!!!,1
869,"It was a late night in the club; she was winding and spinning around the pole as if she was an angle on ice. Her audience was amazed as she was able to bend in many ways. Ruby twirled around once more as her hair moved with her body. The music filled the place and there was more drunk bastards filling the place then usual, she watched from the corner of her eye as they tried to get a feel when she bent forward. She placed both hands on the pole as she pulled herself up she bent backwards spreading her legs apart slowly moving down the pole. She spun to the bottom as she finished her routine. Claps and whistles from the men filled the room. She smiled as she walked down the stairs and over towards the bar where she got herself a Martine.",-1
870,Yo....,0
871,"HAPPY BIRTHDAY,daddy ----- (:",1
872,Hey leah how ae u? hows it going in good old kett? is the work gd? and how is simon doing? its awesome here have bin out loads and am very tired but it is all good. had my 1st lectures today aswell. ----- catxxxxxx,-1
873,my site the bomb hahahaha,-1
874,ur space is tres nul...,0
875,"Yeah, what Tony said. Are you coming to Vegas with us in March?",0
876,HAPPY BIRTHDAY GOOSE!!,1
877,your family will be in my prayers! ----- -Love tay,1
878,hey chris whats up hope everything is going alright for u and marry early X-mas,1
879,"bish ----- I popped your ----- ""comment cherry"" ----- now what u gonna do ----- mwahahahaha ----- you r gonna get ----- myspace pregnant ----- =] ----- but boyah im out ----- so much love n lata ----- &hearts &hearts &hearts xoXox &hearts &hearts &hearts",1
880,"Ashlee laughed as she closed the door to the joining rooms and laughed ""Sorry nope, It's ashlee, jennifer isn't here yet, and she wouldn't be coming in from that door"" Ashlee said with a laugh as she pointed to the door that she just came through. Krys seemed a little different then Ashlee thought but she'd learn to deal and like this girl. Ashlee went over and sat down on one of the two beds that were in the room looking out the window. ----- ----- There was a bird that landed on the railing of the balcony that was for the two joining rooms, and Ashlee smiled. Then she looked back at Krys putting all of her things in the dresser and hanging shit up. Why bother hanging things up if you dont need to? ""So you stayin for the whole summer to?"" Ashlee asked her. It was June 20th. The first day that everyone was going to be there, but some of the people had to leave early, ashlee just wanted to make sure the Krys wasn't one of them",1
881,Waz ^ homey hows it hangin????,0
882,good stuff. xxx,1
883,o hello christina (tanishas mom) :D ----- ?,1
884,"~**WEll hello there my lil harry potter!..lol..how are you doing? Better be good! well, tell your mama, i said, Hello!...talk to ya laterz...MUAH!**~",1
885,u big wet fart,0
886,Sup?,1
887,"i like how i totally take over all your myspace pix hahaha ----- it was really good seein you this weeknd, unfortunate that we all had to see eachother under those circumstances.hope your doin better, get ahold of us some time come see our shitty apartment we miss you =)",1
888,U Suk!,1
889,Everybody's gotta have their fast toys!,1
890,you don't even WANNA know what it's gone take fa me to let you in the studio...lol,1
891,hey cutie ----- merry christmas!!,1
892,,0
893,JUST WANTED TO SAY THANK YOU FOR MAKING ME A DADDY AGAIN AND THAT I LOVE YOU,1
894,heyy bud... it was good seein u the other day at the movies...we should do it again sometime,1
895,haha kool kool ...wel i took a tad older dan i used 2 now :D lol! nufink reli jus being a bum as usall :D munchin away da norm lol xxxxx,1
896,Wassssup Cashflow!,1
897,Dont even think about the possibility of there being three. Thats way too much for anyone to have to cope with. ----- ----- Bring a tranquilizer gun just incase!,1
898,Can't wait for Saturday!!! I am so excited!!,1
899,"til october....... ----- gahhh, ----- thats a long time from now ----- oh well...... ----- so whats going on down in cleveland??????",1
900,"I really shouldn't be asking you for this but I want it so bad don't get me wrong it's just that I haven't had it for a long time I could already feel it going in so hard and coming out so soft and wet. No one has to know about this, I'm desperate, but your help can be very grateful you must think I have a lot of nerve asking you for this but i can feel my tongue around it sucking all the juice out until there no more left, this has been on my mind all day long and I hope I'm not being forward but can I have a piece of gum? -----",-1
901,ehhhhhhhhh wat is up,1
902,On some real ass shit stop leavin fucking message on my page bitch or ur gonna see how many bullet it will take to drop ur lil ass and don't act like my brother won't fuck up u aint know fuckin blood clown ass nigga,-1
903,IDK u look like u just listen to a lot of rock,1
904,hi,0
905,TIM!!!!!!!!!!!!!!!!!!!!!!,1
906,ur page seemed to b lackin sum flava and SEXCINESS and most importantly sum WIT so who better to give u sum then tha SEXY ASS SENIOR WHO WAS VOTED WITTIEST OF 2007???????????? ----- ----- i's here NOW. ----- holla,1
907,You know when you and Dan ok for <Megazone,0
908,yep! what have you been up to?,1
909,"Hey Michelle, how are things going for you guys. My wife and I are living in Pa. now with our first child on the way in Dec.",1
910,yea i know!! everytime i work out a plan to it falls through! ive had to workthe past several mondays and now were going outta state..but ima come when i get back which'll be in 2 mondays i think...anywho...ttyl gubYE!,1
911,JOHN U DID IT ONCE AGAIN. U WENT ALL OUT AND OVER ACHIEVED. WHAT A WEB PAGE COOL GAMES 4 ALL OF US 2 PLAY. BEST PGE ON MYSPACE. I DONT NO HOW U DO IT.TERRORSTORM VIDEO IS SO COOL I SHOWED MY HISTORY TEACHER .HE SAID THAT THE VIDEO WAS ON THE MONEY WHEN IT CAME 2 THE TRUTH ABOUT WHAT REALLY HAPPEND ON SEPT 11TH . THANKS 4 WAKING ME UP . NOW I COULD SLEEP MUCH BETTER AT NIGHT.,-1
912,"Hey Girl!! its been soo long...i really miss ya. Anyway, nice page...jus thought i'd make it a lil better:-) the numbers still the same. holla at me sometime love ya",-1
913,"WOW!!! Are you excited?? I am very excited for ya!! Good luck, buddy!!!!",1
914,Happy Belated Birthday!! Did you party it up?,1
915,chuck chuck chuckle vision chuckle vision chuckle vision !!! - JIMMY HAS A PERRRRTY FACE!,1
916,Sup Delta . ----- Carry on! ----- Lt,1
917,i have just realized u post way to much shit...hell it seems like i am getting a play by play of your life ...lol,-1
918,joooolllz ----- thanxxx,1
919,just wanted to know why i'm not your top friend??? i'm glad you got your kiln!!! what time are you leaving on friday? hopefully i can come look at it this weekend!,1
920,Aww I love you too honey,1
921,"HYE GIRL, YOUR SO WELCOME, I GRADUATED MAY 2ND....IM GOING BACK IN AUGUST FOR MY RN. HOW HAVE THINGS BEEN WITH YOU?? HOW IS YOUR LIFE GOING? GOOD I HOPE.IM DOING GOOD JUST TRYING TO FIND SHIT TO DO ALL SUMMER!!! TALK TO U SOON!!!",1
922,IT's ok. Busy. I saw Chance at a football game. Does he like it down here?,1
923,"hey miss! how r u? sorry it's been a while since i wrote but alot's been going on i moved, hubby went overseas, I beame a mama to a puppy, taking care of dad all while trying to maintain good hair lol. How r u? Good i hope. w/b",1
924,bytch.... im ur hero!!! da dada daaaaa,1
925,what happened to you duuude?!?!? ----- we never saw you! ----- xx,1
926,HAPPY BIRTHDAY!!!11!!!!!1,1
927,"austin, change that gay ass background!!! lol, it sucks out loud!",-1
928,Haven't came thru here in a while so i'm jus stoppin by to tell u ur beautiful. holla @ me,1
929,ha ha yeah so hi i'm kelley... just saw pirates and thought of you... ?,1
930,"Yo Matt, ----- ----- Great time in LA!!! We'll have to go back to Cali surfing together again.....maybe this time the Pacific will cooperate with me more! My age is already catching up to my board ability!! I'll get back to you about getting those Cards tickets......maybe I'll work you in a cameo in my new film...who knows! Haha! Good luck in Arizona! ----- ----- -Owen",1
931,wat up nigga,1
932,HI?,0
933,YO CHECK OUT MY NEW PICS LEAVE ME SOME PICTURE COMMETS,0
934,"Wow... Everyone's on this myspace thingy. Anyways, great idea putting this on there! Power to the people.",1
935,hey hey chichi whats up i miss you.i want to go back there it that i cant...... but you now i will always be right there beside you & i will all ways love you,1
936,sup boi,1
937,Hey Rob x ----- Wuu2 Im realii bored write ----- back c ily,-1
938,YOUR GETTING MARRIED.. CONGRATS!!! IM HAPPY FOR YOU ?,1
939,"Happy Birthday, Craig!!",1
940,Hii ----- How Are u ----- Do I Know U? ----- <33,0
941,Casey! Your myspace is a Niiiice space! ----- <3 Janling,1
942,thanks you 4 the add!!,1
943,thank 4 tha add,1
944,Okay so what's next????? I think I want one on my rib cage like Klink got. It's cute as hell. Or maybe on my finger...Hmmmm... It's soooo hard to decide!,1
945,HEY JON! Good to see you doing well :),1
946,"hey ""General"" just stop by to add my beauty to spot... mission accomplished i'm out!",1
947,Happy Birthday sexy.,1
948,Cheers for the underberg buddy u can smell how strong it is without even opening it lol sure if that where to be consumed tommorow it would be very entertaining. see u 2mz jonny,1
949,how ya been stranger,0
950,whats up punk....how have you been.. so where do you go now to kick it? let me so we can have a drink...hope your day is going well talk to you soon.,1
