ID,Text,trinary result,source
509,  feeling hopeless and useless.,-1,Twiiter_dataSet_Sentiment140
510,  forgot my lunch at home,0,Twiiter_dataSet_Sentiment140
511,  General Motors sold hummer :S :S,-1,Twiiter_dataSet_Sentiment140
512,  Good morning all! Have a great day!!!,1,Twiiter_dataSet_Sentiment140
513,  goodnight..,0,Twiiter_dataSet_Sentiment140
514,  gooood night!!   must prepare for tomorrows meeting now,1,Twiiter_dataSet_Sentiment140
515, - Great! Im bored at the moment and just have no idea on what to do!  Missing Boyfie too! Damn iâ€™m... http://tumblr.com/xzp224xgj,-1,Twiiter_dataSet_Sentiment140
516,  having a luvly day http://tinyurl.com/ckbmkc,0,Twiiter_dataSet_Sentiment140
517,  he is so hot !,1,Twiiter_dataSet_Sentiment140
518,  hmm what to do!,1,Twiiter_dataSet_Sentiment140
519,  http://bit.ly/18xobk Five Guys Locations Closed After Visit from &lt;em&gt;Inside Edition&lt;/em&gt;'s 'Rat Patrol' @dcist,0,Twiiter_dataSet_Sentiment140
520,  I am actually crying now because of sore throat.,-1,Twiiter_dataSet_Sentiment140
521," - I feel irresponsible and sort of horrible. Marshmallows, unless otherwise stated, have gelatin. fuck... http://tumblr.com/xl21pafgm",-1,Twiiter_dataSet_Sentiment140
522,  i miss my brother.. i worry about him.,-1,Twiiter_dataSet_Sentiment140
523,"  i need to think of something else, first. ",0,Twiiter_dataSet_Sentiment140
524,  i wanted julian to win!,1,Twiiter_dataSet_Sentiment140
525, - Iowa No. 2 in happy! Yea!,1,Twiiter_dataSet_Sentiment140
526,  jus got some bad news,0,Twiiter_dataSet_Sentiment140
527,  just got home,0,Twiiter_dataSet_Sentiment140
528,  just mean,0,Twiiter_dataSet_Sentiment140
529,  just saw sink into me the whole video on kerrang! ive seen it before loads but its so much better on tv!,1,Twiiter_dataSet_Sentiment140
530, - Limp Bizkit - Rollin' #SongStuckInMyHeadWhenIWokeUp,0,Twiiter_dataSet_Sentiment140
531,"  ''Love, save the empty''",1,Twiiter_dataSet_Sentiment140
532,  my camera broke !,-1,Twiiter_dataSet_Sentiment140
533,  My mom is the funniest person ever!  ,1,Twiiter_dataSet_Sentiment140
534,  my parents left,0,Twiiter_dataSet_Sentiment140
535,"  Nadal is out @ French Open ... now, to my back-up -- Go ANDY RODDICK!",1,Twiiter_dataSet_Sentiment140
536,"  no ass beatings, checked out Playhouse in Baltimore this weekend as well.  Feeling quite rested and a bit out of sorts.",-1,Twiiter_dataSet_Sentiment140
537,  nothing....,0,Twiiter_dataSet_Sentiment140
538,  ok we'll talk about your boyfriends and stuff tomorrow ;) lmao and we'll talk for real soon too!! wooo hehe ilysfm doodle xxxx,1,Twiiter_dataSet_Sentiment140
539,  Pie seems to have quite a good appetite now.,1,Twiiter_dataSet_Sentiment140
540, - server problems - motivating me to change hosting providers though... #fb,-1,Twiiter_dataSet_Sentiment140
541,  shakes head,-1,Twiiter_dataSet_Sentiment140
542,"  Shock loss to Sparks...bummer, @tmmcwilliams had a great game but shock too many injuries to start the season...rematch Monday!",-1,Twiiter_dataSet_Sentiment140
543,  some asshole got a hold of my email and signed me up for all this spam mail.  ughhhh...it's non stop.  anyone have a spam blocker?,-1,Twiiter_dataSet_Sentiment140
544,  someone just said ast least your pretty  . thanks but but being pretty gets you nowhere you have to much integrity .,1,Twiiter_dataSet_Sentiment140
545,  myspace peOplE  can get really angry if I don't answer them right away... JA!,-1,Twiiter_dataSet_Sentiment140
546,  never get any photo comments on m space and more,0,Twiiter_dataSet_Sentiment140
547,"  NHL: Penguins 1, Red Wings 3 - FINAL - Red Wings lead series 1-0 - for stats, stars and more visit http://www.nhl.com",0,Twiiter_dataSet_Sentiment140
548,  no tickets in germany for the miley cyrus tour.. ,-1,Twiiter_dataSet_Sentiment140
549,"  photo shoot rained out...  oh well, back to post!",-1,Twiiter_dataSet_Sentiment140
550,  R.I.P young teke!!!  i miss you cuzin!! &lt;3     it has been 1 year sence you died. . .    [Dont be ashamed of your faith],1,Twiiter_dataSet_Sentiment140
551,  RIP Charles J ...the world is with one less fine fellow,1,Twiiter_dataSet_Sentiment140
552,  RSL was at the Paley talk?! Now I'm even more depressed I couldn't get a ticket. Oh wells. ,-1,Twiiter_dataSet_Sentiment140
553, - she is amazing -- Bjork ï¿½ Bachelorette ? http://blip.fm/~4lfyi,1,Twiiter_dataSet_Sentiment140
554,  so bored,-1,Twiiter_dataSet_Sentiment140
555,  so much for a good weekend,1,Twiiter_dataSet_Sentiment140
556,  Thank you.    @Kyauphie,1,Twiiter_dataSet_Sentiment140
557,  The hotel doesn't know where it is either... that was my favorite! How poopie is that.,1,Twiiter_dataSet_Sentiment140
558, - thelovelybones: I plan on owning this â€¦donâ€™t judge me. http://tumblr.com/xr0238tmq,0,Twiiter_dataSet_Sentiment140
559,"  This year, 5 million children from hunger-related causes.  http://is.gd/17Eo4",-1,Twiiter_dataSet_Sentiment140
560, - ticketsandpassports: Â lmao your not a nerd. i think its cool when guys like anime. http://tumblr.com/xqn1x1tue,-1,Twiiter_dataSet_Sentiment140
561,  To all the mothers whose day may not be so happy. God loves you. TLC - Waterfalls ? http://blip.fm/~5zi9g,1,Twiiter_dataSet_Sentiment140
562,  Today is not a good day. But I guess laying around the house in your undies isn't so bad.,-1,Twiiter_dataSet_Sentiment140
563,"  went to maggie's bday party, came home without my phone... I feel lost, and reaallly confused (but thats just the booze talking)",-1,Twiiter_dataSet_Sentiment140
564,  when will RB2 get an australian release date???,0,Twiiter_dataSet_Sentiment140
565," !my grandma just told me she thinks I'm stupid. Well, hey thanks, G.",-1,Twiiter_dataSet_Sentiment140
566, #andyhurleyday,0,Twiiter_dataSet_Sentiment140
567, #ASOT400,0,Twiiter_dataSet_Sentiment140
568, #betseyjohnson why are you doing this to me? This necklace is $150 rather than the usual $50-60 I want it  http://twitpic.com/6ioi8,0,Twiiter_dataSet_Sentiment140
569, #followfriday @n3rin3 @jurgenphoto @shaneaddinall @robi27 @dannyvan @byronrode @tattood1,0,Twiiter_dataSet_Sentiment140
570, #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH,0,Twiiter_dataSet_Sentiment140
571, #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany,0,Twiiter_dataSet_Sentiment140
572, #p1wimax no signal detected here at the gardens,0,Twiiter_dataSet_Sentiment140
573, #trackle,0,Twiiter_dataSet_Sentiment140
574, --&gt; that was then. ='( --&gt; this is NOW.,0,Twiiter_dataSet_Sentiment140
575, &lt;3 this pic If u want more tell me cause I got more   http://twitpic.com/6vsv8,0,Twiiter_dataSet_Sentiment140
576, &lt;---My expression watching this again: http://tinyurl.com/eqbwe,0,Twiiter_dataSet_Sentiment140
577, &quot;Beach Ball Fail&quot; - http://cheezburger.com/tw/?v7-20659 #lol #fail,-1,Twiiter_dataSet_Sentiment140
578, &quot;I'm a freelance writer for Braille porn and a stunt double for a hand model for Palmolive dishwashing liquid.&quot; [from @ShinyHappyHead],-1,Twiiter_dataSet_Sentiment140
579, &quot;Im in love and I don't care who knows it !&quot; -elf,1,Twiiter_dataSet_Sentiment140
580, &quot;It's raining again&quot; (c) Supertramp,0,Twiiter_dataSet_Sentiment140
581," &quot;Y must people insist on talking about stupid politics on the comments of a bubblegum pop song. Sorry, get out&quot; http://tinyurl.com/ljgec2",-1,Twiiter_dataSet_Sentiment140
582, &quot;you have to do it all alone&quot;,0,Twiiter_dataSet_Sentiment140
583," Apparently the 'new' 3.0 is the same build as the GM, meaning I'll likely have the same [minute] issues I was having with the GM. #mlia",0,Twiiter_dataSet_Sentiment140
584," Archie's annoying me this morning, says I hogged the bed all night and won't get up for his shower, him and his little black kettle self",-1,Twiiter_dataSet_Sentiment140
585, are you ok @zheyamada ?,0,Twiiter_dataSet_Sentiment140
586," Argh, the speakers on my Macbook are screwing up, and slowly dying.",-1,Twiiter_dataSet_Sentiment140
587, -as simple as it gets.,0,Twiiter_dataSet_Sentiment140
588, at Chris Brown . . . I honestly dont feel bad for Rihanna ; anyways . . . Out nd such . . .,-1,Twiiter_dataSet_Sentiment140
589, at last night ,0,Twiiter_dataSet_Sentiment140
590," at my tweets: 1 lady saying goodnite, 2 tweets later 1 lady is saying good morning - that's crazy - i would never imagined this yrs ago",-1,Twiiter_dataSet_Sentiment140
591, at the nursery. the wailing have just ended. all sleeping soundly. working morning shift tmrw. grr,-1,Twiiter_dataSet_Sentiment140
592, AT THE RANDOM MENTION ABOUT CORE 2 &quot;DEALS&quot; THAT ARE ALMOST TWICE AS MUCH SENSE AS IT'S NOT TIED TO HIMSELF ABOUT TV EVERY NIGHT.,0,Twiiter_dataSet_Sentiment140
593, at work ! Fuck !,-1,Twiiter_dataSet_Sentiment140
594, at work and got loads to do b4 I leave today. Toodles lufflies xxx,1,Twiiter_dataSet_Sentiment140
595, attempting to get other people on twitter(other than cate)  to talk to me but it is failing,-1,Twiiter_dataSet_Sentiment140
596, Aw. Toy Story 3 is coming out NEXT year.,0,Twiiter_dataSet_Sentiment140
597, awake...finally..random dream...i was a penguin but i lived in jersey and i oddly lived in a icecream store lolz ,0,Twiiter_dataSet_Sentiment140
598, awesome  http://twitpic.com/6ikhd,1,Twiiter_dataSet_Sentiment140
599, awesome black coffee... anyone?,1,Twiiter_dataSet_Sentiment140
600, aww great song &quot;Picture to burn&quot;,1,Twiiter_dataSet_Sentiment140
601, AWW I GOTA DO HOMEWORK,0,Twiiter_dataSet_Sentiment140
602, aww someone borrowed it without telling me.,0,Twiiter_dataSet_Sentiment140
603, Awww derek is at work back to making kandie with the little ones  :o,0,Twiiter_dataSet_Sentiment140
604, B- in genetics so that's a 2.75 towards my GPA. What really sucks is that I got a 79.75% in the class and an 80% is a B.,-1,Twiiter_dataSet_Sentiment140
605, baby died last night. @$%%$# day.,1,Twiiter_dataSet_Sentiment140
606, baby girl's so upset.....i'm not where i need to be with my sewing... and it's almost 10pm and i'm finally eating a little dinner..sigh..,-1,Twiiter_dataSet_Sentiment140
607, baby sitting today.. shopping tomorrow.. Rue 21 Is the best Ever.. ,-1,Twiiter_dataSet_Sentiment140
608, baby you like my favorite dessert I just can not get enough of you love you I'm yours 4Eva,1,Twiiter_dataSet_Sentiment140
609,#NAME?,1,Twiiter_dataSet_Sentiment140
610,#NAME?,-1,Twiiter_dataSet_Sentiment140
611, Back to basics ,0,Twiiter_dataSet_Sentiment140
612, bad day 2day. Broken glasses  rainy weather  uof,-1,Twiiter_dataSet_Sentiment140
613, bad night for the pens,-1,Twiiter_dataSet_Sentiment140
614, bad timing- a new mommy just called for newborn pictures and I can't fit the baby into my schedule no matter how hard I try,-1,Twiiter_dataSet_Sentiment140
615, BAHAHAHA  me and jodie burst out doing kevin's sos dance!  EPICCC XD,1,Twiiter_dataSet_Sentiment140
616,' bank account is negative $118... ,-1,Twiiter_dataSet_Sentiment140
617, Bas one last time 2 update my status ,0,Twiiter_dataSet_Sentiment140
618, baseball.,0,Twiiter_dataSet_Sentiment140
619, bcd's closed! i guess nodaji it is.,1,Twiiter_dataSet_Sentiment140
620,"- bed ; I gotta get up early  , only 5 more days of this bullshit  . SUMMER!!! &lt;3",-1,Twiiter_dataSet_Sentiment140
621, bed time......................................................,0,Twiiter_dataSet_Sentiment140
622, bedss gayyyy ... oh well Goodnight people  @technotetris and @ShaunAcland ;D,-1,Twiiter_dataSet_Sentiment140
623,- been up for 2 days straight. LoL. i NEVER sleep. ,1,Twiiter_dataSet_Sentiment140
624, being afraid of food is an eating disorder right?,-1,Twiiter_dataSet_Sentiment140
625, being told im beautiful doesnt make my tummy better,1,Twiiter_dataSet_Sentiment140
626, besides that great graduation day. I finaly made it I'm a highschool graduate ! Moms word .. Chapter close .. Keep pushing foward.,1,Twiiter_dataSet_Sentiment140
627,"  still no phone. bukas pa raw in the afternoon...  oh well, i survived 7 days, what's one more... day...  another day, another destiny",0,Twiiter_dataSet_Sentiment140
628,  such a nice day,1,Twiiter_dataSet_Sentiment140
629,  Summertime by DJ Jazzy Jeff and The Fresh Prince,0,Twiiter_dataSet_Sentiment140
630,  The iPhone will be out of commission for a while.,0,Twiiter_dataSet_Sentiment140
631,  the weather is lushhh!,1,Twiiter_dataSet_Sentiment140
632,  Things are not good in my head. I may not be around a lot this weekend.,0,Twiiter_dataSet_Sentiment140
633,  third date went well....moving on to fourth!!!!!!,1,Twiiter_dataSet_Sentiment140
634,  To The Death! An awesome random comic for the certifiably not sane. (  ),1,Twiiter_dataSet_Sentiment140
635,  try and enjoy ur family &amp; I am here if I need anything-anything!!!. Love you Sis-be brave &amp; I know u r strong ur in my prayers,1,Twiiter_dataSet_Sentiment140
636,  twilight !!!,1,Twiiter_dataSet_Sentiment140
637,  twitter wont let me send replies today - boo hoo,0,Twiiter_dataSet_Sentiment140
638,  two more days.,0,Twiiter_dataSet_Sentiment140
639,  ughhh..,-1,Twiiter_dataSet_Sentiment140
640,  UVA baseball...   Come on boys you can do it,0,Twiiter_dataSet_Sentiment140
641,  water works are gonna start,0,Twiiter_dataSet_Sentiment140
642," - Well i wrote a missive post about last night and all the things that happened, it got deleted tho by... http://tumblr.com/x9c238auy",0,Twiiter_dataSet_Sentiment140
643,"  well, I guess I knew it was going to break sometime...",0,Twiiter_dataSet_Sentiment140
644, - 'What Canadians Have to be Proud of' http://bit.ly/NX4aQ,0,Twiiter_dataSet_Sentiment140
645,  why is it raining?,0,Twiiter_dataSet_Sentiment140
646,  why me?,0,Twiiter_dataSet_Sentiment140
647,  xD go day!!!,1,Twiiter_dataSet_Sentiment140
648, - yay for STAR testing week! I start school at 11am this week and I have no school on thursday! maybe SF... http://tumblr.com/xvq1mln1l,1,Twiiter_dataSet_Sentiment140
649,- #Hello #World! This is where i live: http://twitpic.com/6bo0t #beautiful #5am #woop - bed now ,1,Twiiter_dataSet_Sentiment140
650, #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack,0,Twiiter_dataSet_Sentiment140
651, #squaresp #squarespac #squarespace #trackle giveaways giveway iphonegiveway squarespace squarespce trackle,0,Twiiter_dataSet_Sentiment140
652, &lt;*~Free!~*&gt;,1,Twiiter_dataSet_Sentiment140
653, &lt;----that's me smiling.,1,Twiiter_dataSet_Sentiment140
654,- &quot;......you were asleep while i gathered my things in the dark. the burns on my fingers were all that was left of the spark...&quot; - ,-1,Twiiter_dataSet_Sentiment140
655, &quot;BBC NEWS | UK maps climate change forecasts&quot; - The picture it paints is an alarming one ( http://bit.ly/69AYs ),-1,Twiiter_dataSet_Sentiment140
656, &quot;I'm giving up on you. I don't care how you mess up your life now.&quot;... :'(,-1,Twiiter_dataSet_Sentiment140
657," &quot;Meteorologists Predict Chilly, Rainy Midsummer | News in Finland| yle.fi&quot; + thunder  ( http://bit.ly/15TpJC )",0,Twiiter_dataSet_Sentiment140
658, &quot;Nintendo DSi Portable Game System - What Will You and i Do?&quot; ( http://tinyurl.com/b3yobq ),0,Twiiter_dataSet_Sentiment140
659, &quot;Promote My Site - Getting to the Front Page and Other Places in Social Media&quot; ( http://tinyurl.com/dflzg4 ),0,Twiiter_dataSet_Sentiment140
660," &quot;The universe is a living being, and it's conscious, and it's very old. And it cares about itself in lots of ways.&quot; Drunvalo Melchizedek.",1,Twiiter_dataSet_Sentiment140
661,- &quot;the world makes music for people who listen &quot; ,0,Twiiter_dataSet_Sentiment140
662, &quot;Will Diggâ€™s New Share Feature Pollute Twitter?&quot; ( http://tinyurl.com/ncqkm5 ),0,Twiiter_dataSet_Sentiment140
663, (angry) mixed motions! but soo frustrated x( http://plurk.com/p/13s5mg,-1,Twiiter_dataSet_Sentiment140
664, (mood i am in),0,Twiiter_dataSet_Sentiment140
665, *exited* I just bought some oreos!! I hope everyone likes oreos..,1,Twiiter_dataSet_Sentiment140
666, *hugs @ignorantsheep*,1,Twiiter_dataSet_Sentiment140
667, *sends you e-hugs*,1,Twiiter_dataSet_Sentiment140
668, *tear*,-1,Twiiter_dataSet_Sentiment140
669," *cries* I'm so depressed, thanks to you my angel! &quot;I'm gonna find someone someday who might actually treat me well&quot;!!",-1,Twiiter_dataSet_Sentiment140
670,"--- *On my way to the doctors with my Duo, my ass hasn't even had breakfast yet  lol",1,Twiiter_dataSet_Sentiment140
671, *sob* must be in bed!!,-1,Twiiter_dataSet_Sentiment140
672, *wishes she was at summer jam*,0,Twiiter_dataSet_Sentiment140
673," , school! GrRr im not in the mood to take my make up back off then put it on again when the teachers leave!",1,Twiiter_dataSet_Sentiment140
674,-- . BABBBBBBBBYY .  I missed you MUCH!!,-1,Twiiter_dataSet_Sentiment140
675, . Sunday is over.,0,Twiiter_dataSet_Sentiment140
676,-- . well then you gon have to stop w. that . &quot;IDC&quot; shit. JUST be faithful like *points to em* MOI! ,1,Twiiter_dataSet_Sentiment140
677, .. why the jonas are bad with us !! come to paraguay,-1,Twiiter_dataSet_Sentiment140
678, ... its JONAS DAY!!!!!!!!,1,Twiiter_dataSet_Sentiment140
679, ... UghH... Anybody wanna come to my house and cook? My mom is leavin for work and aint cook me shit !... Can't trust dem hoes!!!,-1,Twiiter_dataSet_Sentiment140
680, ....  i don't know what to do..,0,Twiiter_dataSet_Sentiment140
681, .... i think i lost my spanish book!! :-X,1,Twiiter_dataSet_Sentiment140
682, .... Life can be so complicated. I know God has a plan .... I just have to trust in him.,-1,Twiiter_dataSet_Sentiment140
683," ......... Oh well, at least Suzumiya Haruhi no Yuuutsu is on air.",1,Twiiter_dataSet_Sentiment140
684, .........not really a good night guys ! buu huu,1,Twiiter_dataSet_Sentiment140
685, ...I did not get cast in but I will keep looking for some dance opportunities.  I need some exercise.,0,Twiiter_dataSet_Sentiment140
686, ...the ground around me is wet... i looked up to see if any drops fall on my face...it was drizzle all around but I am missing my drops,0,Twiiter_dataSet_Sentiment140
687, ..i forgot to bring my new sharpie pens to school today..booo!,1,Twiiter_dataSet_Sentiment140
688, ..omg...my celly is off...this hasn't happened to me in years...WTF!!! gota get my bill paid,-1,Twiiter_dataSet_Sentiment140
689, : The Last Gadget http://tinyurl.com/pd4wyp #Geek_And_Poke,0,Twiiter_dataSet_Sentiment140
690, :'( this is so horrible,-1,Twiiter_dataSet_Sentiment140
691, :'( where ius that one person that can make me smile ,1,Twiiter_dataSet_Sentiment140
692, :S this tweetdeck is killing me hate it ,-1,Twiiter_dataSet_Sentiment140
693, ;) July Flowers (July 2009) #Holiday,0,Twiiter_dataSet_Sentiment140
694, @ last.fm not working.,0,Twiiter_dataSet_Sentiment140
695, @aaronXnow finally got twitter haha,1,Twiiter_dataSet_Sentiment140
696, @aChAotIcBeaUtY,0,Twiiter_dataSet_Sentiment140
697, @Aimee_B_Loved I think there may be a connection between Paul Reubens and the reason why movie theater fl.. http://tr.im/nfKO,0,Twiiter_dataSet_Sentiment140
698,"- @alexjreid - saw that earlier, can't even comprehend what that couple were feeling. Really tragic ",-1,Twiiter_dataSet_Sentiment140
699,#NAME?,-1,Twiiter_dataSet_Sentiment140
700,"-- @anyamanda said I tweets less these days so, hi! ",1,Twiiter_dataSet_Sentiment140
701," @AuroraLee Would love to see you guys sometime! *grin* - and aw rats, maybe it'll warm up real fast??? LOL",1,Twiiter_dataSet_Sentiment140
702,- @benboychuk I hope it's not actually on here birthday that she's getting shots.  ,1,Twiiter_dataSet_Sentiment140
703," @billbeckett's signature has 100% rubbed off my mondayeyes bracelet. At least I have plenty of autographs from him, but still. Sad day.",-1,Twiiter_dataSet_Sentiment140
704, @blackswan2 &quot;to all you&quot; ? http://blip.fm/~7d1qo,0,Twiiter_dataSet_Sentiment140
705, @blondediva11 What happened while I was gone? Anybody get arrested http://tr.im/koFz,0,Twiiter_dataSet_Sentiment140
706,- @breegeek I'll know if u can't find a replacement 4me. I'll still pay u if not.  I won't let u hang,-1,Twiiter_dataSet_Sentiment140
707, @canuckgrrrl Seeing a guy dressed up as a banana totally made my day. Phallic symbol FTW http://tr.im/mVTm,0,Twiiter_dataSet_Sentiment140
708,#NAME?,0,Twiiter_dataSet_Sentiment140
709," , Alllllan ruins my lifeeee.",1,Twiiter_dataSet_Sentiment140
710,-- . =D There's my BOO.  *Blushes*,0,Twiiter_dataSet_Sentiment140
711,-- . BYYEEE . ILY2 Jamarcusssssss ,1,Twiiter_dataSet_Sentiment140
712, . I was want to buy the sims 3 . But it sold out . Wtf . Haha..,-1,Twiiter_dataSet_Sentiment140
713,-- . You aint gotta apologize. I know I'm not ugly. ,0,Twiiter_dataSet_Sentiment140
714, .. just ,0,Twiiter_dataSet_Sentiment140
715," .. yep,i have things my way all the time. i am selfish. everything revolves around me. yep. im a bitch. great for me (Y) =|",-1,Twiiter_dataSet_Sentiment140
716, ... ...I don't wanna get rid of twitter  You guys are too cool...,-1,Twiiter_dataSet_Sentiment140
717, ... i try... i try so hard... and i seem to get no credit for it.... wats the prob?,0,Twiiter_dataSet_Sentiment140
718,"- ... wide awake, but dont actually wanna go to school :S  xxx",-1,Twiiter_dataSet_Sentiment140
719, .... Dream beautiful.,1,Twiiter_dataSet_Sentiment140
720, .... now only have one roommate....,0,Twiiter_dataSet_Sentiment140
721, ..... Im givin myself 5 minutes to turn that frown upside down,-1,Twiiter_dataSet_Sentiment140
722, ......i cant even say a word right now,0,Twiiter_dataSet_Sentiment140
723, .....why am i so sad??...becuz of u or becuz of the exam??.....i think..becuz of u... ,-1,Twiiter_dataSet_Sentiment140
724, ...?                   ..frustrated?,-1,Twiiter_dataSet_Sentiment140
725, ...and i feel a shallow breath that squeezes past the fifty pounds of stone laid in my chest.,-1,Twiiter_dataSet_Sentiment140
726, ...just found out that a friend from my childhood has passed away... May he Rest In Peace.,1,Twiiter_dataSet_Sentiment140
727, ...still in the office... ,0,Twiiter_dataSet_Sentiment140
728, ...that is all,0,Twiiter_dataSet_Sentiment140
729, ..sniffles... since I dont get to leave this fucking house...AW GREAT the power's gone. and its getting dark.. Puurfect!,1,Twiiter_dataSet_Sentiment140
730, / I feel so ... ... Left out,0,Twiiter_dataSet_Sentiment140
731, ::sigh:: we didnt win the contest . stupid popularity contest. i had so many votes for her also.  im realy sad. i had such a good feeling,-1,Twiiter_dataSet_Sentiment140
732, ;( noooo! why? things are so complicated if I spelt that wrong idc,1,Twiiter_dataSet_Sentiment140
733, ;( noooo! why? things are so complicated if I spelt thy wrong idc,1,Twiiter_dataSet_Sentiment140
734," ;) Butterfly Day (Jun 19, 2009) #Holiday",0,Twiiter_dataSet_Sentiment140
735, ??? what does it means ?,0,Twiiter_dataSet_Sentiment140
736, @ JFK International Airport http://loopt.us/PPYZTQ.t,0,Twiiter_dataSet_Sentiment140
737, @ jonas brothers youtube bein suspended,0,Twiiter_dataSet_Sentiment140
738, @ moval court 4 a traffic ticket..I should b sleeping..aahh.,1,Twiiter_dataSet_Sentiment140
739,- @ work.. || Only 5 hours of it today and then weeeekend!  Can't wait for the long weekend to begin! Gonna get some things done for sure!,1,Twiiter_dataSet_Sentiment140
740, @ahugeproduction Praying for my cold to go to my head because a skunk just sprayed my yard. This is the w.. http://tr.im/n8AI,-1,Twiiter_dataSet_Sentiment140
741," @AriaaJaeger Created from the realms of Light, pure love commands the fold When you think and speak with love, a new world you'll behold~",1,Twiiter_dataSet_Sentiment140
742, @arjunbasu The music was so quiet that he was sure there was a massive hoax being played. On him alone. I.. http://tr.im/mP2j,0,Twiiter_dataSet_Sentiment140
743, @bananarchy_atx sold out of frozen bananas today!   http://mypict.me/2QIM,1,Twiiter_dataSet_Sentiment140
744, @beckobviously i have no car to come to you either.,0,Twiiter_dataSet_Sentiment140
745, @belllareow has disappeared again ,0,Twiiter_dataSet_Sentiment140
746,#NAME?,-1,Twiiter_dataSet_Sentiment140
747,"- @brooklyn_belle LOL. &quot;cat.&quot; I'm a huge fan. Also, the more i think about it, the more I think you should hold off on Sims 3 ",1,Twiiter_dataSet_Sentiment140
748," @Canuckflack Speaking as a historian, WTF do you incorporate twitter buzz by upper middle class North Ame.. http://tr.im/oFLS",-1,Twiiter_dataSet_Sentiment140
749," @cnnbrk: Farrah Fawcett, star of &quot;Charlie's Angels,&quot; has died from cancer at 62.",-1,Twiiter_dataSet_Sentiment140
750,#NAME?,-1,Twiiter_dataSet_Sentiment140
751," @CranberryPerson Dear hyper chihuahua, we only have 45 minutes left together on this drive, but I have a .. http://tr.im/lAj6",1,Twiiter_dataSet_Sentiment140
752, @danawalker Washington Capitals would be one of #myweakness as well.,0,Twiiter_dataSet_Sentiment140
753," @daveena looking fwd to a twitpic of selma soon. Cool name, add a k to the end and it's tok'ra",1,Twiiter_dataSet_Sentiment140
754, @desiredeffect,0,Twiiter_dataSet_Sentiment140
755, @dustincary yea I really wanna see a win for him at daytona,0,Twiiter_dataSet_Sentiment140
756, @DWO34 Great to follow @BUTTERFLYWHEEL @DebraWard @chastity_1111 @Cortnee4Christ @DWO34 @DarrenSproat @Sharboubou @mikehanes,1,Twiiter_dataSet_Sentiment140
757, @EightyThreeKid aww I'm sorry bae u kno I be grindin =D BUT I GOT U I SWEAR....I needa go buy an artbook that or construction paper,-1,Twiiter_dataSet_Sentiment140
758,"- @fontenot619 Hey you! @PoisonGirl10 How long will you be on? @summerblonde83 Thx! @Nic0pic0 hehehe yw ;) @sevgli Yeah, they're not! ",1,Twiiter_dataSet_Sentiment140
759," @gigia: &quot;@Mama_K: &quot;Nobody told me Violent Femmes covered Gnarls Barkley! &quot; tks, dude!! &quot; ? http://blip.fm/~6svjq",1,Twiiter_dataSet_Sentiment140
760, @HitzProductions unfortunately I'm coming from NJ the boonies...I gotta drive to the path,-1,Twiiter_dataSet_Sentiment140
761,#NAME?,-1,Twiiter_dataSet_Sentiment140
762," @idvssuperego Started working on a â€œwarm, fluffy fartâ€? tweet before realizing I donâ€™t especially like far.. http://tr.im/n7J0",1,Twiiter_dataSet_Sentiment140
763, @infobotz News = Google Getting Twitterpated? - http://tinyurl.com/oropl7,0,Twiiter_dataSet_Sentiment140
764, @isak is mad at me. #fail,-1,Twiiter_dataSet_Sentiment140
765, @jazzgotsoul @liveguy lol nooooooooo!!!,1,Twiiter_dataSet_Sentiment140
766, @jessdelight I just played ur joint two songs ago. Everyone in studio was feeling it!,1,Twiiter_dataSet_Sentiment140
767,- @jonswerens I can't get excited about Conan. ,1,Twiiter_dataSet_Sentiment140
768, @LadyKeisha @scorpio510 thanx for the post &amp; the warm wishes.. enjoy ur day!,1,Twiiter_dataSet_Sentiment140
769, @latuacatante17 youu welcomee,1,Twiiter_dataSet_Sentiment140
770," @LisaBarone If, thru the miracle of modern science, Bruce and Danny had a child...",0,Twiiter_dataSet_Sentiment140
771, @lisad stopped talking to me. I should stalk her. ^^,0,Twiiter_dataSet_Sentiment140
772,"- @littlecharva - you'll be pleased to know I did not have a nice night's sleep, even in a comfy bed ;) even a sleeping bag would be same ",1,Twiiter_dataSet_Sentiment140
773," @loic Now try sex in bing, deactivate safe search and go to video. You are now on a porn site without lea.. http://tr.im/n18y",1,Twiiter_dataSet_Sentiment140
774, @lushone toolio has court on the 24th...,0,Twiiter_dataSet_Sentiment140
775," @Mgapmp When you meet @johncmayer tonight, please tell him my story. How Laker Fans made me miss his show!",1,Twiiter_dataSet_Sentiment140
776, @MICHAEL_CASTRO is not at 902  thanks!,1,Twiiter_dataSet_Sentiment140
777,#NAME?,1,Twiiter_dataSet_Sentiment140
778, @misterdjin i just saw...,0,Twiiter_dataSet_Sentiment140
779, @Mizz_Bliz I slept late too. I wonder y u did...Mhmm. I'm not as hype as u think to leave the country for 2 weeks &amp; 3 days.,0,Twiiter_dataSet_Sentiment140
